,do not communcate,communicate
0,-3.8203077426033225,-1.6631080027036975
1,-7.232553827459146,-12.322926005945222
2,-19.10535549563835,-4.59341411335914
3,-6.867879888217218,-14.183936109662028
4,-33.05116772855093,-33.72286106088183
5,0.0,0.0
6,-7.288135512955707,-11.299385213265229
