,do not communcate,communicate
0,-189.92457828375538,157.6071564030988
1,-182.59614962317391,186.6789253980673
2,0.0,0.0
3,0.0,0.0
4,-167.8469016897103,189.37489365456724
5,0.0,0.0
6,0.0,0.0
7,-209.9578080965278,179.99999999999858
8,0.0,0.0
9,0.0,0.0
10,0.0,0.0
11,-10.119353155915311,188.96910839267298
12,-132.28231507065277,-120.28694383168947
13,0.0,0.0
14,0.0,0.0
15,-88.96403873231796,-85.58400266034477
16,59.2388587058211,11.407572039132747
17,0.0,0.0
18,0.0,0.0
19,-131.41559460132027,60.62460690082694
20,-53.12450213455521,-12.631601743641049
21,-53.042753712313626,-12.611069607707712
22,0.0,0.0
23,0.0,0.0
24,-6.177722185290732,-11.353212644243303
25,0.0,0.0
26,0.0,0.0
27,0.0,0.0
28,0.0,0.0
29,0.0,0.0
30,0.0,0.0
31,0.0,0.0
32,-50.4347621612794,-51.70522277241597
33,0.0,0.0
34,0.0,0.0
35,-48.37532690210663,-48.38273258753335
36,-0.34083140931129335,-1.8171812847509534
37,0.0,0.0
38,0.0,0.0
39,-52.954085080120066,-17.370033309149154
40,-53.06860171720783,-12.529651885783613
41,-53.1181115766085,-12.777529003430367
42,0.0,0.0
43,0.0,0.0
44,-50.84059688543905,-13.03491598454058
45,0.0,0.0
46,0.0,0.0
47,-1.428159976209023,-1.731651258866282
48,0.0,0.0
49,0.0,0.0
50,0.0,0.0
51,0.0,0.0
52,-50.29845036864988,-51.48993005385068
53,0.13035195019826262,-0.3710763798962403
54,0.0,0.0
55,-47.423822923075804,-47.509224342906435
56,-45.0457163672651,-45.368982803475056
57,0.0,0.0
58,0.0,0.0
59,-52.403354930055514,-17.133725031229083
60,0.0,0.0
61,0.0,0.0
62,-32.39543876543719,-35.445818433500335
63,0.0,0.0
64,0.0,0.0
65,0.0,0.0
66,0.0,0.0
67,0.0,0.0
68,0.0,0.0
69,0.0,0.0
70,0.0,0.0
71,0.0,0.0
72,0.0,0.0
73,0.0,0.0
74,0.0,0.0
75,0.0,0.0
76,0.0,0.0
77,0.0,0.0
78,-9.999358855661594,-5.468802309276675
79,-42.944309321387074,-4.675354418329648
80,0.0,0.0
81,0.0,0.0
82,0.0,0.0
83,0.0,0.0
84,0.0,0.0
85,0.0,0.0
86,0.0,0.0
87,0.0,0.0
88,0.0,0.0
89,0.0,0.0
90,0.0,0.0
91,0.0,0.0
92,0.0,0.0
93,0.0,0.0
94,0.0,0.0
95,0.0,0.0
96,0.0,0.0
97,-22.18849528273496,-12.507345874256869
98,0.0,0.0
99,-40.97678866652765,-7.216017815124977
100,0.0,0.0
101,0.0,0.0
102,0.0,0.0
103,0.0,0.0
104,0.0,0.0
105,0.0,0.0
106,0.0,0.0
107,0.0,0.0
108,0.0,0.0
109,0.0,0.0
110,0.0,0.0
111,0.0,0.0
112,0.0,0.0
113,0.0,0.0
114,-7.273826943852301,-6.685563429106495
115,0.0,0.0
116,0.0,0.0
117,0.0,0.0
118,0.0,0.0
119,-40.37661355873367,-5.569372550759107
120,0.0,0.0
121,0.0,0.0
122,0.0,0.0
123,0.0,0.0
124,0.0,0.0
125,0.0,0.0
126,0.0,0.0
127,0.0,0.0
128,0.0,0.0
129,0.0,0.0
130,0.0,0.0
131,0.0,0.0
132,0.0,-69.12011098135554
133,0.0,0.0
134,0.0,0.0
135,0.0,-122.25277598255629
136,0.0,136.21282804005642
137,0.0,0.0
138,0.0,0.0
139,0.0,-161.85544802653072
140,0.0,0.0
141,0.0,0.0
142,0.0,0.0
143,0.0,0.0
144,0.0,0.0
145,0.0,0.0
146,0.0,0.0
147,0.0,0.0
148,0.0,0.0
149,0.0,0.0
150,0.0,0.0
151,0.0,0.0
152,0.0,-40.336634553731734
153,0.0,0.0
154,0.0,0.0
155,0.0,-57.51967872870885
156,0.0,-8.605719322007278
157,0.0,0.0
158,0.0,0.0
159,0.0,-59.999999999999645
160,0.0,0.0
161,0.0,0.0
162,0.0,0.0
163,0.0,0.0
164,0.0,0.0
165,0.0,0.0
166,0.0,0.0
167,0.0,0.0
168,0.0,0.0
169,0.0,0.0
170,0.0,0.0
171,0.0,0.0
172,0.0,-38.257678928370154
173,0.0,-8.147200097676894
174,0.0,0.0
175,0.0,-55.46688995594831
176,0.0,-26.504031687128155
177,0.0,0.0
178,0.0,0.0
179,0.0,-59.999999999999645
180,0.0,0.0
181,0.0,0.0
182,0.0,0.0
183,0.0,0.0
184,0.0,0.0
185,0.0,0.0
186,0.0,0.0
187,0.0,0.0
188,0.0,0.0
189,0.0,0.0
190,0.0,0.0
191,0.0,0.0
192,0.0,0.0
193,0.0,0.0
194,0.0,0.0
195,0.0,0.0
196,0.0,0.0
197,0.0,0.0
198,0.0,-1.703306197970624
199,0.0,-59.999999999999645
200,0.0,0.0
201,0.0,0.0
202,0.0,0.0
203,0.0,0.0
204,0.0,0.0
205,0.0,0.0
206,0.0,0.0
207,0.0,0.0
208,0.0,0.0
209,0.0,0.0
210,0.0,0.0
211,0.0,0.0
212,0.0,0.0
213,0.0,0.0
214,0.0,0.0
215,0.0,0.0
216,0.0,0.0
217,0.0,-2.8030409206508105
218,0.0,0.0
219,0.0,-59.999999999999645
220,0.0,0.0
221,0.0,0.0
222,0.0,0.0
223,0.0,0.0
224,0.0,0.0
225,0.0,0.0
226,0.0,0.0
227,0.0,0.0
228,0.0,0.0
229,0.0,0.0
230,0.0,0.0
231,0.0,0.0
232,0.0,0.0
233,0.0,0.0
234,0.0,3.1973799422769615
235,0.0,0.0
236,0.0,0.0
237,0.0,0.0
238,0.0,0.0
239,0.0,-59.999999999999645
